CustomerID,Age,Gender,Region,Income,Months_Subscribed,Total_Spend,Customer_Service_Calls,Rating_Score,Payment_Method,Churn
CUST-04223,39,Male,North,98473,24,1903.27,2,4.1,Credit Card,0
CUST-04224,54,Female,North,36755,47,2000.4,0,4,Bank Transfer,0
CUST-04225,23,Female,North,37643,53,177.82,0,4.7,Credit Card,0
CUST-04226,46,Female,South,79521,31,2030.37,2,4.3,Bank Transfer,0
CUST-04227,62,Male,South,62711,19,523.41,2,4,Bank Transfer,0
CUST-04228,45,Male,South,59323,38,1493.17,0,5,Credit Card,0
CUST-04229,43,Male,West,30798,12,50,2,1,Bank Transfer,0
CUST-04230,40,Female,East,75488,14,2076.72,3,5,Bank Transfer,0
CUST-04231,21,Male,North,73681,50,2137.06,0,4.9,Bank Transfer,0
CUST-04232,56,Non-Binary,East,91336,12,1253.77,1,2.2,Credit Card,0
CUST-04233,32,Female,West,76722,56,2913.06,1,4.9,Credit Card,0
CUST-04234,46,Male,North,71684,56,2584.43,1,5,Bank Transfer,0
CUST-04235,21,Male,West,104425,15,1269.42,4,4.6,Bank Transfer,0
CUST-04236,25,Female,South,42188,19,1233.51,2,2.4,Credit Card,1
CUST-04237,57,Female,South,88409,28,1621.01,2,4.7,Credit Card,0
CUST-04238,35,Female,South,33221,40,996.26,1,5,PayPal,0
CUST-04239,57,male,West,54040,41,2445.65,2,3.4,Bank Transfer,0
CUST-04240,39,Female,North,44683,5,802.93,2,4.4,PayPal,0
CUST-04241,18,Female,South,94548,5,50,1,3.6,Credit Card,0
CUST-04242,50,Female,South,73364,6,1370.51,3,,Credit Card,1
CUST-04243,32,Male,South,74662,23,1388.74,1,3.7,Credit Card,0
CUST-04244,48,Female,West,47331,3,1741.56,1,3.4,Credit Card,0
CUST-04245,40,Female,West,67507,37,1896.8,0,4,PayPal,0
CUST-04246,21,Male,North,55913,33,824.04,0,2.7,PayPal,0
CUST-04247,41,Female,West,84586,43,1112.85,2,3.9,Credit Card,0
CUST-04248,66,Male,West,50222,58,3093.26,0,4.4,Credit Card,0
CUST-04249,45,Male,West,108244,21,1584.41,4,4.9,Bank Transfer,0
CUST-04250,39,Female,West,33110,20,722.65,3,4.2,Bank Transfer,0
CUST-04251,52,Female,West,54837,1,559.35,2,2.6,Bank Transfer,0
CUST-04252,42,Female,West,116930,39,2728.82,3,5,Credit Card,0
CUST-04253,42,Male,East,64121,47,2251.51,1,5,Bank Transfer,0
CUST-04254,26,F,South,42128,17,1544.23,2,4.1,PayPal,0
CUST-04255,42,Female,West,80476,29,1769.99,4,3.2,Credit Card,0
CUST-04256,52,Male,East,63115,8,717.26,3,3.5,Bank Transfer,1
CUST-04257,29,Male,South,54103,26,2203.8,1,3.8,Credit Card,0
CUST-04258,57,Male,East,47603,28,1412.49,3,4.3,PayPal,0
CUST-04259,38,Female,East,144209,34,2453.25,1,3.7,Credit Card,0
CUST-04260,29,Female,East,68711,26,1925.66,3,,Credit Card,0
CUST-04261,51,Male,East,26860,13,1072.43,1,5,Credit Card,0
CUST-04262,36,Non-Binary,East,112342,44,1565.1,2,4.3,Bank Transfer,0
CUST-04263,49,Male,West,90276,37,1627.3,2,2.9,Credit Card,0
CUST-04264,36,Female,East,55838,13,1402.78,1,4.3,Credit Card,0
CUST-04265,39,Female,East,51672,38,1965.27,3,4.2,Credit Card,0
CUST-04266,45,Female,South,91836,25,2284.51,1,3.3,PayPal,0
CUST-04267,43,Male,West,68827,47,2618.78,0,5,PayPal,0
CUST-04268,18,F,North,26850,23,512.76,1,,Bank Transfer,0
CUST-04269,26,Female,East,119680,22,2230.22,2,3.8,PayPal,0
CUST-04270,51,Female,North,64150,21,942.66,1,3.9,PayPal,0
CUST-04271,38,Non-Binary,East,112389,54,2689.34,0,,Bank Transfer,0
CUST-04272,33,Non-Binary,East,106960,30,2925.53,1,,PayPal,0
CUST-04273,23,Female,South,49974,11,1011.11,1,3.9,Credit Card,0
CUST-04274,27,Male,North,100829,4,84.75,1,5,PayPal,0
CUST-04275,18,Male,West,58713,33,1235.62,2,,Credit Card,0
CUST-04276,38,Female,East,28332,47,2884.08,0,2.7,Credit Card,0
CUST-04277,32,Non-Binary,East,64385,12,938.38,1,4.8,Credit Card,0
CUST-04278,28,Female,South,84940,9,1693.2,1,5,Credit Card,0
CUST-04279,39,Male,South,63431,32,1128.84,2,4.9,PayPal,0
CUST-04280,44,Male,West,67323,11,973.78,0,5,Credit Card,0
CUST-04281,65,Female,West,103589,37,2085.09,1,3.6,Bank Transfer,1
CUST-04282,21,Female,North,77662,24,2273.77,2,3.4,Credit Card,0
CUST-04283,53,Male,North,53917,7,921.62,0,4.5,Bank Transfer,0
CUST-04284,51,Female,West,92550,8,330.03,1,5,PayPal,0
CUST-04285,30,Male,North,79941,33,2815.7,0,2.7,Credit Card,0
CUST-04286,42,Male,South,11959,25,1318.53,2,3.8,Bank Transfer,0
CUST-04287,34,Female,West,85708,1,1220.87,0,4,Credit Card,0
CUST-04288,42,Female,North,84795,3,215.55,1,3.3,Credit Card,0
CUST-04289,58,Female,South,75503,40,2186.4,2,3.4,Credit Card,0
CUST-04290,47,Male,South,97292,28,1766.01,2,4.8,Bank Transfer,0
CUST-04291,46,Male,North,58190,43,1442.82,1,4.5,Credit Card,0
CUST-04292,34,Non-Binary,East,83412,33,2016.04,2,4.8,PayPal,0
CUST-04293,22,Non-Binary,East,35826,46,795.94,3,4.3,Credit Card,0
CUST-04294,37,Male,East,85177,1,434.23,1,3.1,Credit Card,0
CUST-04295,54,Male,South,123826,38,2815.11,0,4.4,Credit Card,0
CUST-04296,21,Male,East,50128,53,1522.72,2,3,Credit Card,0
CUST-04297,27,Non-Binary,West,56004,27,1078.34,3,3.7,Credit Card,0
CUST-04298,41,Male,South,57249,38,1791.25,2,3,Credit Card,0
CUST-04299,28,Female,North,78249,35,1460.27,3,3.4,PayPal,0
CUST-04300,30,Male,South,48424,10,1237.56,1,4.1,PayPal,0
CUST-04301,34,Male,North,85531,12,1255.64,3,3.5,Bank Transfer,0
CUST-04302,23,Male,West,96170,10,307.53,0,3.1,PayPal,0
CUST-04303,28,Non-Binary,East,88358,54,1804.35,0,5,Bank Transfer,0
CUST-04304,48,Male,South,30789,34,1162.43,1,3.9,Credit Card,0
CUST-04305,24,Male,East,99879,24,1207.69,2,3.5,Bank Transfer,0
CUST-04306,20,Female,South,98434,28,1548.16,1,2.9,Bank Transfer,0
CUST-04307,32,Female,East,95754,22,1601.91,2,2.1,Bank Transfer,1
CUST-04308,48,Female,North,84321,45,942.64,0,3.8,PayPal,0
CUST-04309,37,Female,South,80504,16,1785.05,3,2.6,Credit Card,1
CUST-04310,34,Female,East,100809,13,1223.61,1,4.7,Credit Card,0
CUST-04311,40,Male,East,123087,36,1455.24,4,4,Credit Card,1
CUST-04312,19,Female,East,51173,36,1922.03,1,5,PayPal,0
CUST-04313,45,Female,South,101953,43,1081.97,0,4.2,Credit Card,0
CUST-04314,44,Female,East,72844,23,691.36,1,3.3,PayPal,0
CUST-04315,35,Female,South,71758,14,2223.37,3,2.1,PayPal,0
CUST-04316,52,Female,East,36586,32,1676.08,0,4.8,Credit Card,0
CUST-04317,26,Female,West,67880,3,405.78,0,2.7,PayPal,0
CUST-04318,53,Female,South,50068,27,1609.59,2,3.6,Credit Card,0
CUST-04319,41,Female,East,63403,19,1211.23,2,5,Credit Card,0
CUST-04320,35,Male,North,47545,22,1255.61,2,4.6,Bank Transfer,0
CUST-04321,39,Male,South,63777,57,2478.45,3,4.4,Credit Card,0
CUST-04322,38,Male,North,64847,1,730.22,1,4.9,Credit Card,0
CUST-04323,54,male,North,77418,5,1329.44,1,4.9,Credit Card,0
CUST-04324,27,Female,West,34631,49,1689.14,0,5,Credit Card,0
CUST-04325,30,Female,North,38862,33,1008.88,3,3.4,Credit Card,0
CUST-04326,52,Male,South,84047,51,1762.2,3,3.6,Credit Card,0
CUST-04327,32,Male,North,55064,19,1829.86,0,3.1,Credit Card,0
CUST-04328,50,Male,East,101863,36,2333.02,3,4,Credit Card,0
CUST-04329,60,Female,North,80631,51,2896.69,2,3.9,PayPal,1
CUST-04330,35,Male,North,90169,6,1052.73,1,2.2,PayPal,0
CUST-04331,48,Male,West,110267,15,1619.17,0,3.3,Credit Card,0
CUST-04332,26,Non-Binary,West,67257,36,1507.1,3,5,Credit Card,0
CUST-04333,49,Male,West,60637,56,2871.93,1,,Credit Card,0
CUST-04334,42,Male,West,96792,33,1656.54,2,4.7,Credit Card,0
CUST-04335,45,Female,South,87737,24,1096.67,2,3.9,PayPal,0
CUST-04336,32,Male,West,70316,27,1707.22,1,2.1,Credit Card,0
CUST-04337,20,Non-Binary,East,109786,49,1997.86,0,3.9,PayPal,0
CUST-04338,46,Male,North,69693,11,1308.42,2,5,Credit Card,1
CUST-04339,18,Female,West,75819,49,2239.66,1,2.8,PayPal,0
CUST-04340,36,Male,North,75530,23,1123.09,0,4.7,Credit Card,0
CUST-04341,51,Female,East,51635,33,1583.71,2,2.3,PayPal,0
CUST-04342,42,Male,West,76939,41,1774.49,3,,Bank Transfer,0
CUST-04343,63,Male,South,109919,46,3072.99,2,,PayPal,0
CUST-04344,52,Male,North,86124,47,2232.78,1,3.7,Credit Card,0
CUST-04345,32,F,North,75776,56,2277.07,0,5,PayPal,0
CUST-04346,40,Female,West,70955,29,1001.55,1,3.5,PayPal,0
CUST-04347,39,Female,North,83271,31,2046.75,2,3.4,PayPal,0
CUST-04348,21,Female,North,93744,1,1017.77,1,4.2,Credit Card,0
CUST-04349,28,Female,West,90230,34,1263.53,3,3.2,Credit Card,0
CUST-04350,33,Male,West,66703,18,2175.01,0,2.6,PayPal,0
CUST-04351,18,Male,East,83119,18,1314.19,1,2.9,Bank Transfer,0
CUST-04352,40,Male,North,86998,6,773.18,1,4.8,PayPal,0
CUST-04353,37,Female,North,49820,52,2017.67,3,3.7,Credit Card,0
CUST-04354,19,Female,East,79205,40,1501.74,0,5,Credit Card,0
CUST-04355,44,Female,West,20967,1,1441.77,1,3.6,Credit Card,0
CUST-04356,48,Female,South,87063,47,2656.91,2,4.7,PayPal,0
CUST-04357,42,Female,West,91508,42,2254.56,2,4.5,PayPal,0
CUST-04358,36,Female,North,93688,30,2536.86,2,3.5,Credit Card,0
CUST-04359,47,Male,South,65123,4,476.5,2,3.1,Credit Card,0
CUST-04360,48,Female,East,82726,32,2181.58,0,2.3,Credit Card,0
CUST-04361,43,F,East,110598,10,1606.62,2,4.6,Credit Card,0
CUST-04362,30,M,East,110344,43,1911.49,1,5,Bank Transfer,0
CUST-04363,43,Male,South,74270,5,913.36,5,2.4,Credit Card,0
CUST-04364,54,Female,East,78482,9,1719,1,3.6,PayPal,0
CUST-04365,32,Male,North,102772,5,1483.8,1,3.3,Bank Transfer,0
CUST-04366,65,Female,East,37479,11,501.26,2,4.6,Credit Card,0
CUST-04367,33,F,East,66923,35,2547.83,2,3.7,PayPal,0
CUST-04368,40,Male,North,108389,27,2288.32,3,5,Credit Card,0
CUST-04369,31,Male,East,99380,4,866.13,2,3.6,PayPal,0
CUST-04370,42,Male,South,84231,10,795.53,1,2.8,PayPal,0
CUST-04371,19,Female,North,37354,39,2006.99,2,3.5,PayPal,0
CUST-04372,33,Female,North,73752,33,1871.96,1,3.6,PayPal,0
CUST-04373,26,Female,South,60252,59,2494.46,2,4.5,Credit Card,0
CUST-04374,41,Female,North,83275,38,2161.8,0,3.6,Credit Card,0
CUST-04375,51,Male,West,54766,8,1691.1,2,4.4,Credit Card,0
CUST-04376,47,Male,East,49356,49,2469.75,2,3.2,Bank Transfer,0
CUST-04377,18,Non-Binary,South,23378,24,729.95,0,3.7,Credit Card,0
CUST-04378,64,Male,South,105545,39,1946.5,1,3.2,PayPal,0
CUST-04379,43,Female,East,65005,33,1858,4,3.2,Bank Transfer,1
CUST-04380,30,Male,South,78928,41,2964.51,2,5,Bank Transfer,0
CUST-04381,41,Female,West,74944,43,1884.83,1,3.3,PayPal,0
CUST-04382,42,Female,West,48314,19,1418.13,2,3.7,PayPal,0
CUST-04383,31,Female,East,43523,2,1124.91,1,5,Credit Card,0
CUST-04384,42,Female,East,49867,55,1934.73,3,4.8,PayPal,0
CUST-04385,32,Female,East,56920,11,1378.34,4,5,PayPal,0
CUST-04386,35,Non-Binary,South,84165,35,1752.81,4,4.5,Credit Card,0
CUST-04387,31,Male,South,55107,17,1735.48,1,3.4,Credit Card,0
CUST-04388,22,Male,North,118662,42,1491.02,2,5,Bank Transfer,0
CUST-04389,41,Female,East,100678,3,2245.33,6,4.6,Bank Transfer,1
CUST-04390,47,Male,West,95208,22,1439.79,5,3.8,Credit Card,1
CUST-04391,46,Male,North,72008,35,2055.77,3,4.1,Credit Card,0
CUST-04392,49,Male,West,112857,21,1681.73,3,4.2,Credit Card,0
CUST-04393,43,Female,South,69549,25,963.42,1,3.8,Bank Transfer,0
CUST-04394,33,Female,West,74218,39,2192.72,1,2.6,Bank Transfer,0
CUST-04395,50,Female,West,79249,2,914.09,0,5,Bank Transfer,0
CUST-04396,23,Female,East,92545,1,1080.58,0,4,Credit Card,0
CUST-04397,29,Male,North,90922,7,617.04,4,4.2,Bank Transfer,0
CUST-04398,28,Female,East,63121,20,1065.7,1,5,Bank Transfer,0
CUST-04399,52,Female,South,61675,43,1856.15,1,3.3,PayPal,0
CUST-04400,51,Male,West,90997,55,2715.29,1,4.7,Credit Card,0
CUST-04401,45,Non-Binary,North,92880,6,1318.32,0,3.2,PayPal,0
CUST-04402,52,Female,South,65166,55,2232.53,0,,PayPal,0
CUST-04403,29,Female,West,35320,36,1281.63,2,4.2,PayPal,1
CUST-04404,44,female,East,69817,51,2321.54,1,4.8,PayPal,0
CUST-04405,38,F,East,90588,21,1556.8,4,5,PayPal,0
CUST-04406,50,Male,North,120135,51,2540.14,0,3.4,Credit Card,0
CUST-04407,38,Male,East,45051,46,2839.93,0,,PayPal,0
CUST-04408,35,male,North,64335,35,1922.64,2,5,PayPal,0
CUST-04409,46,Female,South,65264,36,2748.34,0,3.8,Bank Transfer,0
CUST-04410,50,Female,South,108895,8,1309.72,1,4,PayPal,0
CUST-04411,31,Female,West,74126,50,2006.42,3,3.5,PayPal,1
CUST-04412,39,Female,West,52316,4,598.87,1,3.7,Credit Card,0
CUST-04413,27,Non-Binary,West,88967,43,2040.79,2,2.8,PayPal,0
CUST-04414,18,Female,South,64884,16,841.59,1,4.8,Credit Card,0
CUST-04415,42,Female,South,44390,3,582.87,1,1.9,PayPal,0
CUST-04416,47,Male,West,52680,7,58.25,1,3.3,Credit Card,0
CUST-04417,43,Male,North,118351,2,1904.68,1,4,PayPal,0
CUST-04418,18,Non-Binary,North,84605,1,536.39,0,5,Credit Card,0
CUST-04419,35,Male,South,77694,58,3025.96,3,3.5,Credit Card,0
CUST-04420,18,Female,East,68752,1,600.64,2,4.4,PayPal,0
CUST-04421,56,Female,West,82303,38,2343.81,0,3.9,Bank Transfer,0
CUST-04422,26,Female,South,82005,51,2082.17,1,4.9,PayPal,0
CUST-04423,55,Male,South,82304,7,1443.87,5,4.4,Bank Transfer,0
CUST-04424,51,Female,East,77871,24,1094.84,1,4.8,Bank Transfer,0
CUST-04425,29,Male,North,96719,5,1589.77,2,3.4,Credit Card,0
CUST-04426,26,Female,East,75577,21,1079.46,0,3,Bank Transfer,0
CUST-04427,44,Non-Binary,South,50551,28,1955.59,1,4.4,Credit Card,0
CUST-04428,29,Non-Binary,East,59689,18,408.11,2,3.5,Credit Card,0
CUST-04429,41,Male,South,25524,24,860.37,1,4,Credit Card,0
CUST-04430,34,Male,West,125670,58,2704.24,3,4.3,Credit Card,0
CUST-04431,18,Male,East,96568,32,1481.02,2,5,Credit Card,0
CUST-04432,18,Female,East,54248,45,1904.67,0,4.8,Credit Card,0
CUST-04433,42,Male,South,67953,33,1788.56,1,3.3,PayPal,0
CUST-04434,33,Female,South,59078,10,1889.36,0,2.9,PayPal,0
CUST-04435,33,Male,East,113563,9,1492.99,1,5,Credit Card,0
CUST-04436,48,Female,East,39503,49,1786.17,3,2.4,PayPal,0
CUST-04437,54,Male,East,77861,33,1657.69,2,3.5,Bank Transfer,0
CUST-04438,36,Female,East,72286,33,2248.49,2,4.6,Credit Card,0
CUST-04439,35,Male,East,95670,7,339.18,0,5,Credit Card,0
CUST-04440,46,male,North,72399,4,1301.59,1,3.8,PayPal,0
CUST-04441,23,Male,North,31044,28,627.33,3,4,PayPal,0
CUST-04442,42,Female,South,68722,23,1993.22,2,3.1,PayPal,0
CUST-04443,46,Male,South,50695,53,1922.36,1,4.1,Credit Card,0
CUST-04444,48,Male,East,76989,32,2028.06,2,2.8,Bank Transfer,0
CUST-04445,18,Male,West,110854,44,1952.87,3,3.2,PayPal,0
CUST-04446,30,female,South,31514,16,264.22,0,4.8,Bank Transfer,0
CUST-04447,29,Female,West,54994,46,2135.13,0,3.6,Credit Card,0
CUST-04448,41,Female,East,61182,55,1830.48,1,4.9,Credit Card,0
CUST-04449,45,Female,South,65459,10,1528.22,2,3.8,Credit Card,0
CUST-04450,57,Female,East,93503,14,986.52,3,2.6,Bank Transfer,0
CUST-04451,34,Male,East,70661,39,1889.34,0,5,Credit Card,0
CUST-04452,34,Female,South,85395,36,1786.51,2,2.7,Credit Card,0
CUST-04453,53,Male,North,59355,34,1475.48,3,3.4,Credit Card,0
CUST-04454,43,Male,West,80748,24,2223.62,4,3.8,Credit Card,1
CUST-04455,55,Female,South,94444,18,1588.99,4,5,PayPal,0
CUST-04456,43,Female,West,56692,16,1002.63,2,3.5,Credit Card,0
CUST-04457,26,Female,East,94533,41,2007.04,4,3.1,PayPal,1
CUST-04458,24,Female,North,76309,37,918.7,3,4.2,Bank Transfer,0
CUST-04459,21,Male,North,101136,41,3066.53,3,3.8,Credit Card,0
CUST-04460,47,Male,South,69964,25,1001.97,0,,PayPal,0
CUST-04461,54,Female,East,84531,8,1538.55,4,4.2,PayPal,0
CUST-04462,62,Female,North,73984,24,1720.48,6,2.8,Bank Transfer,0
CUST-04463,50,Female,South,72594,20,2053.18,1,2.3,PayPal,0
CUST-04464,53,Male,East,81473,48,2326.33,1,5,Bank Transfer,0
CUST-04465,33,Female,East,88420,30,1302.95,1,4.1,Bank Transfer,0
CUST-04466,26,Female,West,43760,20,149.81,3,4.2,PayPal,0
CUST-04467,50,Male,North,110840,18,714.15,0,3.2,Credit Card,0
CUST-04468,45,Male,North,28508,4,673.53,2,4.9,Bank Transfer,0
CUST-04469,41,Male,South,57879,48,2684.57,2,3.5,Credit Card,0
CUST-04470,44,Female,North,72643,36,967.14,0,1.2,Credit Card,0
CUST-04471,43,Female,East,85308,6,2031.22,1,3.4,Credit Card,0
CUST-04472,55,Male,West,114404,3,1840.49,2,3.7,Credit Card,0
CUST-04473,55,Female,South,28542,18,568.35,0,,Bank Transfer,0
CUST-04474,46,Female,South,62307,47,1503.95,2,3.8,Credit Card,0
CUST-04475,50,Non-Binary,South,21829,40,1216.93,1,3.4,Bank Transfer,0
CUST-04476,46,Female,East,75790,18,1538.59,1,3.3,PayPal,0
CUST-04477,34,Non-Binary,West,81792,56,2220.85,1,,Credit Card,0
CUST-04478,49,Non-Binary,East,114769,23,1692.03,2,2.4,Credit Card,0
CUST-04479,23,Male,South,78015,35,1342.76,1,2,Credit Card,0
CUST-04480,52,Male,South,101100,6,1364.59,0,4.1,Credit Card,0
CUST-04481,25,Female,North,89595,54,2566.54,3,4.1,Credit Card,0
CUST-04482,43,Male,West,64118,26,1436.49,2,4.9,Credit Card,0
CUST-04483,29,M,North,39775,21,782.54,1,3.7,PayPal,0
CUST-04484,46,Male,North,81875,24,2065.43,2,2.8,PayPal,0
CUST-04485,39,Female,East,37697,15,942.81,1,,Credit Card,0
CUST-04486,20,Female,East,107380,27,1787.88,1,3.1,Bank Transfer,0
CUST-04487,45,Female,West,70948,32,1654.79,2,4.4,PayPal,1
CUST-04488,33,Male,West,104879,12,1796.92,1,5,Credit Card,0
CUST-04489,50,Male,West,62994,5,1656.59,5,4.1,Credit Card,0
CUST-04490,40,Male,North,81721,7,1682.76,1,2.8,Credit Card,0
CUST-04491,44,Male,South,80233,22,1215.23,0,3.1,Credit Card,0
CUST-04492,28,Male,South,73873,27,1143.31,1,3.2,Credit Card,0
CUST-04493,32,Female,South,64183,15,1552.78,4,3.6,PayPal,0
CUST-04494,34,Male,North,84811,39,1806.77,2,5,Credit Card,0
CUST-04495,50,Non-Binary,South,51845,45,1967.12,1,5,Credit Card,0
CUST-04496,60,Female,West,44764,57,2001.36,1,3.8,Credit Card,0
CUST-04497,30,Non-Binary,East,106070,35,2510.06,2,4.2,PayPal,0
CUST-04498,52,M,South,93179,26,2256.14,0,3.2,PayPal,0
CUST-04499,18,Male,West,76647,23,1178.74,1,2.3,PayPal,0
CUST-04500,25,Male,West,116628,13,935.44,2,5,Credit Card,0
CUST-04501,28,Male,South,68305,26,1026.69,2,1.7,Bank Transfer,0
CUST-04502,23,Male,West,108067,3,1011.95,2,2.2,Bank Transfer,0
CUST-04503,20,Non-Binary,South,79389,29,1615.33,1,5,Credit Card,0
CUST-04504,44,Female,West,49381,2,405.69,0,4,Credit Card,0
CUST-04505,37,Female,West,121201,28,1153.57,1,2.9,PayPal,0
CUST-04506,44,Male,East,99767,23,1653.66,0,4.7,PayPal,0
CUST-04507,48,Male,East,71974,36,2272.2,1,4.8,Credit Card,0
CUST-04508,43,Female,South,93179,49,2257.81,0,2.7,Credit Card,0
CUST-04509,47,Female,West,64907,6,919.85,0,3.5,Credit Card,0
CUST-04510,39,Female,South,95728,11,678.64,3,4.9,Credit Card,0
CUST-04511,25,Male,South,15223,38,1059.12,0,3.2,Bank Transfer,0
CUST-04512,52,Male,South,49504,54,2656.73,0,4.3,PayPal,0
CUST-04513,32,Female,South,99481,34,1140.8,2,5,Credit Card,0
CUST-04514,28,Female,North,68758,17,2035.15,3,1.6,Credit Card,0
CUST-04515,37,Male,West,80188,3,988.48,0,3.7,Credit Card,0
CUST-04516,29,Female,North,41330,44,903.48,1,4.3,Credit Card,0
CUST-04517,34,Female,South,121196,46,2447.6,2,2.2,Credit Card,0
CUST-04518,44,Female,South,104763,34,2138.93,1,3.5,Bank Transfer,0
CUST-04519,44,Female,North,69982,22,1221.1,0,5,Credit Card,0
CUST-04520,29,Male,East,64882,29,1909.06,1,3.3,Credit Card,0
CUST-04521,34,Female,West,100740,54,1983.77,3,2.5,Credit Card,0
CUST-04522,52,Male,West,124561,29,2283.8,1,5,PayPal,0
CUST-04523,45,Male,East,98844,5,1151.83,2,4.4,Bank Transfer,0
CUST-04524,64,Female,South,129295,10,1494.68,2,3.9,PayPal,0
CUST-04525,54,Male,East,51941,10,1821.2,1,3.9,PayPal,0
CUST-04526,53,Male,North,54515,53,2719.35,1,5,Credit Card,0
CUST-04527,23,Female,North,45276,9,227.65,3,4.3,Bank Transfer,0
CUST-04528,49,Female,North,86044,21,1735.37,1,4.6,Credit Card,0
CUST-04529,39,Female,West,79390,13,2158.68,3,3.3,PayPal,0
CUST-04530,33,Female,North,71201,10,1720.45,1,2.1,Credit Card,0
CUST-04531,42,Female,South,95231,38,1491.47,1,4.6,Credit Card,0
CUST-04532,51,Male,South,105808,11,2212.03,1,5,PayPal,0
CUST-04533,46,Female,East,36858,4,1309.31,3,3.8,Credit Card,0
CUST-04534,29,Male,East,60075,58,1616.09,2,4.9,Credit Card,0
CUST-04535,48,Female,South,95503,46,2311.35,3,3.7,PayPal,0
CUST-04536,32,Female,East,63306,31,1750.36,2,3.9,Credit Card,0
CUST-04537,42,Female,North,55044,49,1481.75,1,,Bank Transfer,0
CUST-04538,36,Male,South,100463,52,2615.36,0,3.7,Bank Transfer,0
CUST-04539,37,Male,South,42762,34,2748.69,0,3.6,Credit Card,0
CUST-04540,49,Female,West,67460,42,2659.91,2,2.1,PayPal,0
CUST-04541,27,Male,South,83216,35,1742.07,1,4.7,Credit Card,0
CUST-04542,63,Female,West,60654,39,1867.58,2,3.3,Bank Transfer,0
CUST-04543,18,Male,East,94578,39,1892.08,2,4.1,Credit Card,0
CUST-04544,32,Female,East,60778,33,1061.28,1,3.7,PayPal,0
CUST-04545,44,Female,West,110215,8,1052.3,0,3.6,PayPal,0
CUST-04546,47,Female,East,71856,32,748.39,2,,Credit Card,1
CUST-04547,38,Male,South,91781,55,2531.18,3,4,Credit Card,0
CUST-04548,39,Male,East,93650,33,1614.5,1,5,Bank Transfer,0
CUST-04549,44,Female,West,59311,8,1345.58,1,5,Bank Transfer,0
CUST-04550,37,Male,North,23662,46,1798.19,1,4.7,PayPal,0
CUST-04551,56,Male,South,84018,14,924.69,1,5,Credit Card,0
CUST-04552,50,Female,East,76807,34,1934.28,0,4.9,Credit Card,0
CUST-04553,50,Female,East,88895,8,887.74,1,4.5,Credit Card,0
CUST-04554,28,Female,West,69336,51,2829.4,3,5,PayPal,0
CUST-04555,39,Male,East,64239,42,1439.45,1,2.7,Credit Card,0
CUST-04556,36,Male,East,125211,7,1026.02,2,3.3,Credit Card,0
CUST-04557,27,Female,East,38191,13,379.16,2,3.2,PayPal,0
CUST-04558,44,Female,North,93348,54,1806.63,0,3.7,Bank Transfer,0
CUST-04559,33,male,North,60634,21,1273.2,3,4.7,PayPal,0
CUST-04560,47,Male,South,66605,47,1455.28,2,2.9,Credit Card,0
CUST-04561,27,Female,East,67072,32,1411.41,0,4.5,Credit Card,0
CUST-04562,60,F,South,54914,11,1464.58,4,3.4,Credit Card,0
CUST-04563,29,Non-Binary,East,89280,58,2074.58,3,3.7,Credit Card,0
CUST-04564,42,Female,South,109766,14,317.36,2,4.2,Credit Card,0
CUST-04565,49,Female,South,86750,11,1965.73,2,5,PayPal,0
CUST-04566,33,Male,North,77584,2,1001.21,1,3.3,Credit Card,0
CUST-04567,50,Female,East,50338,34,1840.98,0,3.9,Credit Card,0
CUST-04568,25,Female,West,87920,44,1773.57,2,2.9,PayPal,0
CUST-04569,57,Female,West,128908,47,2894.99,2,3.3,Bank Transfer,0
CUST-04570,40,Female,South,65482,17,1721.41,0,2.9,Credit Card,0
CUST-04571,32,Female,North,65600,14,1616.99,3,4.2,PayPal,0
CUST-04572,36,Male,South,60972,25,1524.22,1,4.4,PayPal,0
CUST-04573,49,Non-Binary,South,62764,48,1415.83,0,4.7,Credit Card,0
CUST-04574,32,Female,South,6367,27,1329.42,3,3.2,PayPal,0
CUST-04575,31,Male,South,85125,8,1169.34,1,,Credit Card,0
CUST-04576,37,Non-Binary,South,53861,56,1864.98,1,4.1,PayPal,0
CUST-04577,25,Male,North,34743,17,547.79,3,3.9,PayPal,0
CUST-04578,61,Male,North,93829,5,1575.66,0,2.8,PayPal,0
CUST-04579,33,Male,South,47949,12,931.83,1,4.2,Credit Card,0
CUST-04580,49,female,North,66533,38,1677.6,1,4.2,Bank Transfer,0
CUST-04581,42,M,North,111661,18,2364.51,3,4.1,PayPal,0
CUST-04582,28,Female,South,39769,26,1564.62,1,4.4,PayPal,0
CUST-04583,39,Female,North,36685,31,1665.69,1,4.7,PayPal,0
CUST-04584,49,Male,East,81732,37,2532.88,2,2.9,Bank Transfer,0
CUST-04585,37,Female,East,103737,6,1303.87,2,3.8,Credit Card,0
CUST-04586,54,Male,East,35641,41,1491.15,0,4.5,Bank Transfer,0
CUST-04587,52,Female,North,85192,15,1226.16,1,3.7,PayPal,0
CUST-04588,51,Male,North,89524,42,2473.59,6,,PayPal,1
CUST-04589,34,Male,East,23520,49,2095.02,0,4.1,Credit Card,0
CUST-04590,27,Female,South,94962,26,1717.97,4,2,Credit Card,0
CUST-04591,32,Female,North,96915,51,1610.72,2,4.8,PayPal,0
CUST-04592,42,Male,East,67205,12,1562.7,0,3.9,PayPal,0
